customer_id,customer_state,review_score,price,payment_type,product_category,frequency,monetary,recency,RFM_score
8f0f359a835944478c1c46f14fb5f2c3,BA,5,29.0,credit_card,watches_gifts,1,58.0,220,3.36
8f0f359a835944478c1c46f14fb5f2c3,BA,5,29.0,credit_card,watches_gifts,1,58.0,220,3.36
9d9fc80cdedb63de913387b502bee19b,SP,5,95.0,credit_card,watches_gifts,1,95.0,351,3.92
9d968251bfa588e8b8eca8cf0fd64af4,SP,4,44.0,credit_card,fashion_bags_accessories,1,44.0,343,2.11
a4844df7aea664c484381063cc7c5a05,SP,3,29.0,credit_card,watches_gifts,1,29.0,414,1.67
fcbaae64e3b2c5a47f6a6ecf9a1734de,RJ,5,49.0,credit_card,fashion_bags_accessories,1,49.0,411,2.45
1d613c182f9ed2a229eb3a353a983cfc,PR,1,49.0,boleto,fashion_bags_accessories,1,49.0,178,2.78
d01964b58144a472eb91b140dc47f659,ES,5,39.0,credit_card,watches_gifts,1,39.0,303,2.09
85eb23c7cef0b97eda81a956c3f748c7,PE,5,44.0,credit_card,watches_gifts,1,44.0,13,2.66
d480066851e79ce3e97c6a9e7e1473c3,SP,4,78.0,credit_card,watches_gifts,1,78.0,14,4.17
0a788c899a1caa2d6a12019e8828fa88,SP,4,29.0,credit_card,watches_gifts,1,29.0,439,1.65
a1b1a9ff13df8a206377a149ceb54924,PR,5,29.0,credit_card,watches_gifts,1,29.0,38,2.22
8070cecab3f3dbd764a549623cfa6243,SP,4,49.0,boleto,fashion_bags_accessories,1,49.0,57,2.96
956315c42ba4d48828bda0aa5234b6bb,MG,5,149.0,credit_card,watches_gifts,1,149.0,218,4.4
70adc37c97e196449a2b5dd84465c4b3,CE,5,29.0,credit_card,watches_gifts,1,58.0,261,3.31
70adc37c97e196449a2b5dd84465c4b3,CE,5,29.0,credit_card,watches_gifts,1,58.0,261,3.31
7f9f7f001ca66df1f762a503a416cc61,SP,5,49.0,boleto,fashion_bags_accessories,1,49.0,447,2.42
6a5c19d132ee5eddb9406fc88a0052c7,CE,5,95.0,credit_card,watches_gifts,1,95.0,90,4.28
fe582816ac842403b06d7daff93c3997,RS,5,49.0,credit_card,watches_gifts,1,49.0,219,2.73
edddd8420d4baec0251cfaed38b577a7,SP,4,45.0,credit_card,watches_gifts,1,45.0,74,2.56
4236ba0e8837211a7c2d22719c96bf86,SP,1,115.0,credit_card,watches_gifts,1,115.0,262,4.22
4baaaf6362f7e72690d2c85b4f6f9eff,DF,5,55.0,boleto,watches_gifts,1,55.0,43,3.42
ec12b9273efd993bc45b74cf9765571c,MT,1,95.0,boleto,watches_gifts,1,95.0,398,3.87
b53c5c797073ad259f5b41027d9ba925,SP,5,29.0,credit_card,watches_gifts,1,29.0,175,2.0
19e604af45af1bc76759f2f41efd587d,SP,4,49.0,credit_card,watches_gifts,1,49.0,286,2.62
c4621453a07fc947f6cbf6522aa7213f,SP,1,49.0,credit_card,fashion_bags_accessories,1,49.0,457,2.41
f16d43d5d628050388352f38cfa97c4d,RJ,4,55.0,boleto,watches_gifts,1,110.0,15,4.61
f16d43d5d628050388352f38cfa97c4d,RJ,4,55.0,boleto,watches_gifts,1,110.0,15,4.61
44ecc84cbb68a3b1cd5015298222b71a,SP,5,59.0,voucher,watches_gifts,1,236.0,154,4.63
44ecc84cbb68a3b1cd5015298222b71a,SP,5,59.0,voucher,watches_gifts,1,236.0,154,4.63
44ecc84cbb68a3b1cd5015298222b71a,SP,5,59.0,credit_card,watches_gifts,1,236.0,154,4.63
44ecc84cbb68a3b1cd5015298222b71a,SP,5,59.0,credit_card,watches_gifts,1,236.0,154,4.63
b18a495aae75db67b4f99a58d5e2f272,MG,5,29.0,voucher,watches_gifts,1,116.0,275,4.2
b18a495aae75db67b4f99a58d5e2f272,MG,5,29.0,voucher,watches_gifts,1,116.0,275,4.2
b18a495aae75db67b4f99a58d5e2f272,MG,5,29.0,voucher,watches_gifts,1,116.0,275,4.2
b18a495aae75db67b4f99a58d5e2f272,MG,5,29.0,voucher,watches_gifts,1,116.0,275,4.2
2f7a8b448ada52d632c573deda7664fb,SP,5,78.0,credit_card,watches_gifts,1,312.0,71,4.78
2f7a8b448ada52d632c573deda7664fb,SP,5,78.0,credit_card,watches_gifts,1,312.0,71,4.78
2f7a8b448ada52d632c573deda7664fb,SP,5,78.0,voucher,watches_gifts,1,312.0,71,4.78
2f7a8b448ada52d632c573deda7664fb,SP,5,78.0,voucher,watches_gifts,1,312.0,71,4.78
82723e224e9ab5346fcbcb7ffa88c8f5,SP,2,44.0,boleto,watches_gifts,1,44.0,56,2.53
b59be200e00aafa29fb69074ab23764a,PR,3,49.0,credit_card,fashion_bags_accessories,1,49.0,217,2.74
ae534112af536deb8446fb273796316d,MG,5,21.0,voucher,perfumery,1,84.0,524,3.63
ae534112af536deb8446fb273796316d,MG,5,21.0,voucher,perfumery,1,84.0,524,3.63
ae534112af536deb8446fb273796316d,MG,5,21.0,voucher,perfumery,1,84.0,524,3.63
ae534112af536deb8446fb273796316d,MG,5,21.0,voucher,perfumery,1,84.0,524,3.63
71b53f38663e8be6c14b3fb0e498e4b8,SC,4,78.0,credit_card,watches_gifts,1,78.0,37,4.09
f58323e013370cea83bbb78d629c2a3a,SP,4,69.0,credit_card,fashion_bags_accessories,1,69.0,275,3.52
4b4d8cb0ca06c2795b7ff3e735a841e6,SP,3,78.0,credit_card,watches_gifts,1,78.0,34,4.1
5a99722735c9376b779993651a14101b,RJ,3,59.0,credit_card,watches_gifts,1,59.0,295,3.31
04e93f286b7920c82dc1a31240255ee6,SP,5,39.0,credit_card,watches_gifts,1,39.0,100,2.38
6b01fa696d4bcceec2f58d90c840a0ef,SP,4,29.0,boleto,watches_gifts,1,29.0,234,1.93
98a095e8ecf120c47aa699893c51eca3,RJ,5,44.0,boleto,watches_gifts,1,44.0,412,2.02
20fed89d4e154ab11be0d7dc8550a980,SP,5,45.0,credit_card,watches_gifts,1,45.0,76,2.56
972b42200bd45ae8e6ab6b2acd66d732,SP,5,49.0,boleto,fashion_bags_accessories,1,49.0,112,2.86
98c06da4bc9caeddc4b8d92ab42b6bc7,SP,5,55.0,credit_card,watches_gifts,1,55.0,352,2.96
08758f46a8ee56f3b1b4c5b73c90c6e3,PE,3,29.0,credit_card,watches_gifts,1,29.0,411,1.67
08ab9916d3e6d664efe2862d1a764d88,SP,2,49.0,credit_card,fashion_bags_accessories,1,49.0,479,2.4
4574518f4c6e0eef440e205139e125d6,SP,5,55.0,credit_card,watches_gifts,1,55.0,351,2.96
c4149a9313bc56d51e34029d0a6b91e1,SP,5,78.0,boleto,watches_gifts,1,78.0,40,4.08
1755f2846673a250cf4013174dfaad38,RJ,5,29.0,boleto,watches_gifts,1,29.0,25,2.27
951034aede95c25c0108682c6253fdfa,PE,1,85.0,credit_card,sports_leisure,1,85.0,466,3.67
22a8e041ede8a10e2606780b45b30ae3,RJ,2,29.0,credit_card,watches_gifts,1,58.0,278,3.27
22a8e041ede8a10e2606780b45b30ae3,RJ,2,29.0,credit_card,watches_gifts,1,58.0,278,3.27
31038e2eab5d5bf9c42e0f56d7251b81,RS,5,49.0,boleto,fashion_bags_accessories,1,49.0,504,2.39
84b17b0dfec4e699ae79397b69a3aaac,SP,1,49.0,boleto,watches_gifts,1,49.0,316,2.57
c044d877b734e1a9e6c0cdc585943d84,SC,5,55.0,boleto,watches_gifts,1,55.0,37,3.44
451cb85396e597ae3bf87cfa3fd14f9d,RJ,1,69.0,boleto,watches_gifts,1,69.0,197,3.63
aa606152f23a5fa9ba3d0b87f7a492e8,PA,4,55.0,credit_card,watches_gifts,1,55.0,225,3.16
42496b94da7fdf733b980d552aeb17e9,SC,5,55.0,credit_card,watches_gifts,1,55.0,422,2.88
60a55ff24010fe2ddf59b2389d868496,MG,5,45.0,credit_card,computers_accessories,1,45.0,262,2.32
80946cbd8d20161272e3dcdcb1777517,GO,5,79.0,credit_card,fashion_bags_accessories,1,79.0,476,3.63
1100b96416e41cccd197eff3adb4ffc4,SP,5,78.0,boleto,watches_gifts,1,78.0,76,4.0
19a5ca80cf395c030351690c416e5a7e,MA,5,159.0,boleto,watches_gifts,1,159.0,259,4.38
fe39086685f95933fda7f32f50a9abcc,SP,5,69.0,credit_card,fashion_bags_accessories,1,69.0,58,3.82
c7ec40da7b433a48b43ed2c2db0101e8,PR,5,89.0,credit_card,audio,1,178.0,229,4.44
c7ec40da7b433a48b43ed2c2db0101e8,PR,5,89.0,credit_card,audio,1,178.0,229,4.44
2a7395da07867a067c01c65fce78f479,CE,5,169.0,boleto,watches_gifts,1,169.0,287,4.34
803996d0e510a99f243e939b6c6f705f,SP,5,129.0,credit_card,watches_gifts,1,129.0,126,4.43
a151d0a2241b8c783549d938fc850ad8,RN,4,199.0,credit_card,watches_gifts,1,199.0,398,4.26
527b0b448bc0f85666e0704fe5021acb,RJ,2,21.0,credit_card,perfumery,1,21.0,254,1.74
8fa05383791a1be46455976f3b50a1bb,RS,5,55.0,credit_card,watches_gifts,1,55.0,281,3.07
6a330fc6550084bc7c035f4695121771,SP,3,99.0,credit_card,watches_gifts,1,99.0,520,3.86
6c9787272e638f3b015c87576858e044,SP,5,49.0,credit_card,fashion_bags_accessories,1,196.0,117,4.62
6c9787272e638f3b015c87576858e044,SP,5,49.0,credit_card,fashion_bags_accessories,1,196.0,117,4.62
6c9787272e638f3b015c87576858e044,SP,5,49.0,voucher,fashion_bags_accessories,1,196.0,117,4.62
6c9787272e638f3b015c87576858e044,SP,5,49.0,voucher,fashion_bags_accessories,1,196.0,117,4.62
e2ff48f36d5fae7a4b203af47c9dd28c,MG,5,149.0,credit_card,watches_gifts,1,149.0,406,4.12
bad71f25ef760fa92b33c67339f3df60,PR,5,59.0,credit_card,watches_gifts,1,59.0,132,3.53
5960c2fa7ac05beabd503c2b556f4852,MA,4,39.0,credit_card,computers_accessories,1,39.0,528,1.88
e36a3d4d67a762c1e7bee1bf939769e0,CE,5,78.0,credit_card,watches_gifts,1,78.0,135,3.91
7b12b78707fde0cbf90aa13db59ebffe,RJ,3,49.0,credit_card,watches_gifts,1,78.0,308,3.67
7b12b78707fde0cbf90aa13db59ebffe,RJ,3,29.0,credit_card,watches_gifts,1,78.0,308,3.67
6a9aa977a36f5c46538472876e0b8d27,PR,5,78.0,credit_card,watches_gifts,1,78.0,128,3.92
2bb3f48aadf30f93a0dd64c50048e789,SP,5,56.0,credit_card,watches_gifts,1,56.0,191,3.35
d5b5f8b2c900c6a6eed9d277f88d7ac5,MT,4,95.0,credit_card,watches_gifts,1,95.0,272,4.05
e8a9e053759d650b77440883c7b27235,SP,5,49.0,boleto,fashion_bags_accessories,1,49.0,25,3.05
379b91a51576531cbf7bb8f7ffb5016e,MS,5,49.0,credit_card,fashion_bags_accessories,1,49.0,35,3.01
26e51150dfad8e72cb6698c93cb3afb1,BA,5,49.0,credit_card,fashion_bags_accessories,1,196.0,284,4.4
26e51150dfad8e72cb6698c93cb3afb1,BA,5,49.0,credit_card,fashion_bags_accessories,1,196.0,284,4.4
26e51150dfad8e72cb6698c93cb3afb1,BA,5,49.0,voucher,fashion_bags_accessories,1,196.0,284,4.4
26e51150dfad8e72cb6698c93cb3afb1,BA,5,49.0,voucher,fashion_bags_accessories,1,196.0,284,4.4
20c0da17ef6a3f47bdd0fe12cca32300,MA,5,45.0,credit_card,watches_gifts,1,90.0,510,3.73
20c0da17ef6a3f47bdd0fe12cca32300,MA,5,45.0,credit_card,watches_gifts,1,90.0,510,3.73
f6ad977a249563a1b6f614caa83909dc,SP,5,29.0,credit_card,watches_gifts,1,68.0,371,3.3
f6ad977a249563a1b6f614caa83909dc,SP,5,39.0,credit_card,watches_gifts,1,68.0,371,3.3
a53f07618b7619490927f7619c0aeef3,PR,5,49.0,credit_card,watches_gifts,1,49.0,31,3.02
6ec5cca8c66fddaa31e3c756753c3001,SP,5,49.0,credit_card,fashion_bags_accessories,1,49.0,295,2.6
5d424383919a6c35ff701ae62d5c3516,CE,3,55.0,credit_card,watches_gifts,1,55.0,109,3.3
16aba5570b45f6b4c9204407132e2cae,AC,5,29.0,boleto,watches_gifts,1,29.0,139,2.03
5b7cbb84e59c351123b7d55e64260c61,SP,5,58.0,credit_card,watches_gifts,1,58.0,25,3.68
c5ead19a68ca5b63321e83b4fc7493d1,SP,1,49.0,boleto,fashion_bags_accessories,1,49.0,251,2.69
5c6008b96b0de7d864aeaeb2a2333a7b,ES,5,99.0,voucher,watches_gifts,1,99.0,390,3.96
3459ca3b86c74e8c051a3ebef93443b8,SP,3,55.0,credit_card,watches_gifts,1,55.0,29,3.47
417ba684f004a0a409878bbfe65cdf3b,MG,4,145.0,boleto,watches_gifts,1,145.0,45,4.61
bbab0e16e150f2c43a5250b0e586f839,BA,3,29.0,credit_card,watches_gifts,1,29.0,357,1.73
cea725cb0864776ebbdb3bf427fa2001,MG,4,49.0,credit_card,watches_gifts,1,49.0,44,2.98
aa1c88ef1c54651170df45bffe3c2a87,MT,4,189.0,credit_card,watches_gifts,1,189.0,276,4.39
6d84c2a1d0700d51abff6b1aa6024a58,SP,5,78.0,credit_card,watches_gifts,1,78.0,20,4.16
bd07a57a7c53edc164730535730d8082,SP,4,49.0,credit_card,watches_gifts,1,49.0,21,3.06
501435a1d820f757937d48ab56c9d9e4,RJ,5,149.0,credit_card,watches_gifts,1,149.0,430,4.1
c900f77722739bee8cb2ca5053cfb49f,PR,5,49.0,boleto,watches_gifts,1,49.0,14,3.08
0ca135c2d4b81bb0234b5db12d9b7a8f,DF,4,59.0,credit_card,fashion_bags_accessories,1,59.0,409,3.16
10c91c2f8ca8aa4c02286033c86da784,PA,1,49.0,credit_card,fashion_bags_accessories,1,49.0,171,2.79
282c9df81d9e83eb605bc3804a262266,RJ,5,54.0,boleto,watches_gifts,1,54.0,5,3.42
a147075ce27d034c5aafc6477a4ebb72,SP,5,49.0,credit_card,fashion_bags_accessories,1,49.0,34,3.01
fc4ddaa89b9d278b397945a013b4781e,PR,5,49.0,boleto,watches_gifts,1,49.0,53,2.97
45278fbc936e6358d4cb198cc3dcddb6,SP,5,78.0,credit_card,watches_gifts,1,78.0,27,4.13
a5440d1ba68ac00e8bec4120bff7a801,ES,5,49.0,credit_card,watches_gifts,1,49.0,13,3.09
2e8b2cd27d9c45276aaf3fa97a15edeb,PI,1,55.0,credit_card,watches_gifts,1,124.0,101,4.45
2e8b2cd27d9c45276aaf3fa97a15edeb,PI,1,69.0,credit_card,watches_gifts,1,124.0,101,4.45
96a150873b4c18818a6d9011c534abc9,TO,5,59.0,credit_card,watches_gifts,1,59.0,105,3.58
3a5a9c83ac1027afafe0598a12c7d6d3,SP,5,44.0,credit_card,watches_gifts,1,88.0,326,3.83
3a5a9c83ac1027afafe0598a12c7d6d3,SP,5,44.0,credit_card,watches_gifts,1,88.0,326,3.83
7999253f86e8bc72609944e1559375e2,SP,5,29.0,boleto,watches_gifts,1,29.0,408,1.67
b18b8574746de17277d25884c898ff55,SP,5,49.0,credit_card,watches_gifts,1,49.0,229,2.72
425793dac84f3a20dede5cd61cb46d4f,SP,5,35.0,boleto,watches_gifts,1,35.0,22,2.47
f3ef3f7ef66d0cf612f37a1bb71a635c,SP,5,29.0,credit_card,watches_gifts,1,58.0,290,3.24
f3ef3f7ef66d0cf612f37a1bb71a635c,SP,5,29.0,credit_card,watches_gifts,1,58.0,290,3.24
16fbdfa7654444436e8dcb3f77cc2519,SP,5,49.0,credit_card,watches_gifts,1,49.0,393,2.47
5e4aafed1eb7b023330c6085ea689f04,SP,4,49.0,credit_card,watches_gifts,1,211.0,23,4.87
5e4aafed1eb7b023330c6085ea689f04,SP,4,58.0,credit_card,watches_gifts,1,211.0,23,4.87
5e4aafed1eb7b023330c6085ea689f04,SP,4,55.0,credit_card,watches_gifts,1,211.0,23,4.87
5e4aafed1eb7b023330c6085ea689f04,SP,4,49.0,credit_card,watches_gifts,1,211.0,23,4.87
bb3288e699de01779884fda1c43734d2,SP,5,55.0,credit_card,watches_gifts,1,55.0,339,2.98
1d90534421125d032db6ec6697cf51b7,BA,5,45.0,boleto,watches_gifts,1,45.0,34,2.66
ade3f0faef221a3b741b2e56face5c3c,MG,3,38.0,credit_card,watches_gifts,1,38.0,177,2.24
a6e436c7275245cf3b66a9d59fb2bac5,SP,5,69.0,credit_card,fashion_bags_accessories,1,69.0,244,3.56
ddf7eddfa863931d992313aa1b1ccf79,SP,1,45.0,credit_card,watches_gifts,1,45.0,332,2.19
536128be97bc69f3c3a34a4aed46f864,RS,5,29.0,credit_card,watches_gifts,1,29.0,400,1.68
39b59b462888c0b541d1550612718ea0,RS,3,78.0,credit_card,watches_gifts,1,78.0,252,3.78
208abfb07a2f4c1de66445c9286f5c33,GO,3,55.0,credit_card,watches_gifts,1,55.0,138,3.26
fa603f159ab9a96a4d9ce9f3e45762e3,SP,5,55.0,boleto,watches_gifts,1,55.0,51,3.41
995a8d3ce0c9af3522916bd31f4305d7,MG,5,89.0,boleto,audio,1,89.0,359,3.82
0e3ff8d8ba3af6a46fdcaf5d884fccb6,SP,5,29.0,credit_card,watches_gifts,1,58.0,380,3.12
0e3ff8d8ba3af6a46fdcaf5d884fccb6,SP,5,29.0,credit_card,watches_gifts,1,58.0,380,3.12
12c4d32011fcbdd2572be72eccaea17e,MG,5,56.0,credit_card,watches_gifts,1,56.0,58,3.54
331252685d466953567f1972562ec167,RJ,5,95.0,credit_card,watches_gifts,1,95.0,71,4.33
7f16d43cea70ede77ed426833543f3d6,RJ,2,49.0,credit_card,watches_gifts,1,98.0,281,4.09
7f16d43cea70ede77ed426833543f3d6,RJ,2,49.0,credit_card,watches_gifts,1,98.0,281,4.09
573e026da782d51277f320fc94a8d4e8,MG,4,209.0,voucher,watches_gifts,1,836.0,199,4.64
573e026da782d51277f320fc94a8d4e8,MG,4,209.0,voucher,watches_gifts,1,836.0,199,4.64
573e026da782d51277f320fc94a8d4e8,MG,4,209.0,credit_card,watches_gifts,1,836.0,199,4.64
573e026da782d51277f320fc94a8d4e8,MG,4,209.0,credit_card,watches_gifts,1,836.0,199,4.64
080d63b6675be4326b6dd60b6fc912dd,MA,3,49.0,credit_card,fashion_bags_accessories,1,49.0,446,2.42
b6bbcc198167f265dd1c0381aea37cc1,SP,5,49.0,credit_card,fashion_bags_accessories,1,49.0,401,2.46
851258217687b82b84189f26e747d2d9,DF,4,78.0,credit_card,watches_gifts,1,78.0,69,4.02
911f537925bba457f30e1d49322c649b,SP,1,49.0,boleto,watches_gifts,1,49.0,328,2.55
b436224260ee24be61a6183fba5886c9,SP,5,69.0,credit_card,fashion_bags_accessories,1,69.0,271,3.52
9e0e1eb6448467c246211a9688efeb47,RO,1,19.0,credit_card,fashion_bags_accessories,1,48.0,166,2.49
9e0e1eb6448467c246211a9688efeb47,RO,1,29.0,credit_card,fashion_bags_accessories,1,48.0,166,2.49
03867c61ac5eae960b168b74ee252100,BA,1,29.0,credit_card,watches_gifts,1,29.0,210,1.97
7cc50a971eca3b67109b6ea86cb8e015,SP,5,49.0,credit_card,fashion_bags_accessories,1,49.0,455,2.42
828f99cdaca50196ee0a0b5f296017ab,MG,1,55.0,credit_card,watches_gifts,1,55.0,40,3.43
bb159827aaf50cb73aaa1e61ea56b876,SP,4,78.0,boleto,watches_gifts,1,78.0,40,4.08
f96380e72a790bed9e678f38580d7864,SP,5,55.0,credit_card,watches_gifts,1,55.0,358,2.95
94585f4d164dd1117626d9db77c597fc,GO,4,149.0,credit_card,watches_gifts,1,149.0,418,4.11
6498585d215691d85122192071230014,RJ,4,95.0,boleto,watches_gifts,1,95.0,251,4.09
e3d1323beac42a0618db14537566ade0,PR,4,78.0,credit_card,watches_gifts,1,78.0,95,3.97
697f5da4a12635cc0709677e6481514a,ES,1,75.0,credit_card,audio,1,75.0,427,3.38
c63812833200850d116bb2ba25ad634d,SP,5,49.0,credit_card,watches_gifts,1,49.0,37,3.0
1ba79057e794cf0cc51d4da3cd651c2b,DF,4,49.0,credit_card,fashion_bags_accessories,1,49.0,203,2.75
70a41f17bb11f0489b47681e7df35d77,BA,5,69.0,credit_card,fashion_bags_accessories,1,69.0,83,3.76
3926f22b694788137fdaa35bee5992d8,SP,5,39.0,credit_card,watches_gifts,1,39.0,384,1.99
f01d004f168186b4d834b318d9309d5d,SP,5,55.0,voucher,watches_gifts,1,55.0,253,3.13
344423c2e26d47d2b6d3dd363a89e812,SP,5,129.0,credit_card,watches_gifts,1,129.0,471,4.0
81a478af8cea558a5a07090725be2acd,PE,3,55.0,credit_card,watches_gifts,1,165.0,289,4.33
81a478af8cea558a5a07090725be2acd,PE,3,55.0,credit_card,watches_gifts,1,165.0,289,4.33
81a478af8cea558a5a07090725be2acd,PE,3,55.0,credit_card,watches_gifts,1,165.0,289,4.33
52f53291ff1011cdb7d19e97f2648974,SP,5,49.0,credit_card,fashion_bags_accessories,1,49.0,397,2.47
6369ec1eedbd7401fcababd597382d90,SP,5,16.0,credit_card,fashion_bags_accessories,1,48.0,90,2.59
6369ec1eedbd7401fcababd597382d90,SP,5,16.0,credit_card,fashion_bags_accessories,1,48.0,90,2.59
6369ec1eedbd7401fcababd597382d90,SP,5,16.0,credit_card,fashion_bags_accessories,1,48.0,90,2.59
2502b84eb2384df98b67766e7ec0f81f,MA,2,59.0,credit_card,fashion_bags_accessories,1,59.0,26,3.75
578d5098cbbe40771e1229fea98ccafd,MG,5,95.0,credit_card,watches_gifts,1,95.0,132,4.22
9597de20c8b55d0f22dcc26fdaa6b2f1,SP,2,75.0,credit_card,watches_gifts,1,75.0,11,4.04
b3c2c42fe40ca63323ee2b44f207a66c,SP,5,55.0,credit_card,watches_gifts,1,55.0,85,3.33
1ad694b547c3ea9f07c1257306fc67ff,SP,4,95.0,credit_card,watches_gifts,1,95.0,123,4.24
d9b8cffd550e76d276ae03bdab2f5a66,SC,3,35.0,credit_card,watches_gifts,1,74.0,303,3.52
d9b8cffd550e76d276ae03bdab2f5a66,SC,3,39.0,credit_card,watches_gifts,1,74.0,303,3.52
26f8f6faa46f8902102b41b5afd0cfb0,BA,5,49.0,boleto,watches_gifts,1,49.0,117,2.85
1bdfe41bb922828fb6d4eb176ac20071,SP,1,77.0,credit_card,watches_gifts,1,77.0,7,4.06
f3e2d62c0fa412bfb895c3ce908a13c0,RS,1,59.0,boleto,watches_gifts,1,59.0,358,3.22
350010e736cdc59d9b04c4835b38ee79,SP,4,35.0,credit_card,watches_gifts,1,35.0,461,1.82
a34bf8703dc5d1a32b39fd86eb3b3319,MG,3,78.0,credit_card,watches_gifts,1,78.0,132,3.91
74e3e0cdfd168eacecf2e86a6b2b5723,MG,5,35.0,boleto,watches_gifts,1,84.0,283,3.88
74e3e0cdfd168eacecf2e86a6b2b5723,MG,5,49.0,boleto,watches_gifts,1,84.0,283,3.88
54455e3cc22a40be4253b6f3619927cb,PA,5,29.0,credit_card,watches_gifts,1,29.0,79,2.12
e8aad07575654e0595acf49b64b9b46b,MG,5,49.0,credit_card,fashion_bags_accessories,1,49.0,229,2.72
4e14b1a6a95b6aedafc0905c5e914dbd,MA,5,175.0,credit_card,watches_gifts,1,175.0,234,4.43
250dbd896bca419115897d25600ef772,PA,5,129.0,boleto,watches_gifts,1,129.0,173,4.38
afd985a81dce5f03f9c6b167a033c7a6,RJ,3,95.0,credit_card,watches_gifts,1,95.0,450,3.82
54bede416120c5f9378ae0cd22b58598,BA,5,44.0,boleto,watches_gifts,1,44.0,134,2.39
7d2cbb8bc15c08b4cfd6099706d53b89,SP,2,49.0,boleto,watches_gifts,1,49.0,56,2.96
0ef5347dd91b15252c28720c16b0438c,GO,4,78.0,credit_card,watches_gifts,1,78.0,12,4.18
db7eab0502aac2e46ff476079a1ea3d0,SP,5,69.0,boleto,watches_gifts,1,69.0,467,3.27
8c2dba1581356178de57718a19cd1d61,MG,5,39.0,boleto,watches_gifts,1,39.0,386,1.99
ac4235b361fa3cba41eec937e58cdcee,MA,2,39.0,boleto,watches_gifts,1,39.0,161,2.3
e5d1ab1c3818782836ea04640e49ce0d,BA,5,38.0,boleto,fashion_bags_accessories,1,38.0,454,1.87
ada4367956f1fd1d19dd40ec4ecdab17,PR,5,78.0,credit_card,watches_gifts,1,78.0,73,4.01
e3223af2aa6a77a76b3b690407384686,RJ,5,69.0,credit_card,watches_gifts,1,69.0,278,3.51
551910403e480512a070343d37dd598b,CE,5,49.0,credit_card,fashion_bags_accessories,1,49.0,105,2.87
780f26029159cde86df8874981417738,SP,5,29.0,credit_card,watches_gifts,1,29.0,543,1.58
